reviewText,encoded_topic
" Love way look .Love way feel .Love way work .Just one small problem make product worthy one star.The spring bar attach hold strap watch feeble small .The rubber band simply come apply much pull .But flexible , stretchable rubber band 's unavoidable pull band properly wear it.Imagine swimming watch ... The problem easily fixed proper replacement spring bar .But 's shame I go .Totally ruin experience.UPDATE : Went jeweler measure fix watch .He measured watch band 24mm ! ! !! I excuse wrong product description .That fatal mistake.The actual pin 22mm ! ! !That 's coming .",1
" thi describ size 2-3 websit , packag clearli say 3+ .it far enorm 2 year old - howev , return policy/restock fee made worth return .a shame .should accur describ websit .",1
"The product description is wrong! Despite the price, this money clip is not made out of Titanium! There are two versions of these money clips available at Amazon, this one advertised to be out of ""Titanium"" and a shiny one out of stainless steel. All of them are made by Storus and are basically the same product. The Titanium one, just has a dull finish to it, but is also made out of stainless steel. I would not recommend buying this product, unless you have no problem paying twice the price just for the finish!",1
The sewing is horrible as well as the quality.,1
These aren't real Toms... I was a little worried about buying a fake when I ordered them and the made in China tag along the insole confirmed that they are indeed fake. They look pretty similar to real toms and they fit pretty well (run a little big) so I guess I'm not completely dissatisfied. Decent quality. Definitely a knockoff though!,0
"The costume was lousy. The 'utility belt' is a sash that ties around your child's waist, the cape is on with velcro, and the one I received had a hole in it near the crotch area. So I had to return it.",0
Size fit smaller than expected. I would recommend buying a size up. Also the Mickey ears do not stand up on her head. They flop forward.,1
 i bought docker men 's perspect i pair shoe coupl year back comfort shoe last sever year go work .when i get rid old pair i went bought pair shoe .docker must chang someth make shoe i bought april seam notic fray one shoe seam insid foot complet rip .these shoe fit comfort even made 1 year use i would recommend shoes.upd - 6-19-2017 the shoe i bought last year seam insid foot lower piec leather .unfortun product descript site show seam exist pictur .i order shoe hope amazon site correct pictur .so seem though docker ad seam insid strip leather amazon product descript includ .i return product i highli recommend buy product .,1
" veri disappoint , my sever russel casual pant perfectli size , never complaint .but , purchas doubl edg sword .the pkg .place home i know arriv .i discov deliveri upon leav busi trip time tri .i did return * * * surpris * surpris * * * pant small .and 's late return .i lose `` big time '' .mayb `` on-lin '' shop good idea , i 'm $ 100.00 .",0
"Fake. The nose piece broke after 4 months. Looked back at distributor for warranty and they are no longer on Amazon. Read other reviews that stated they are fake. They look real, numbers all matched up. I'm still getting them repaired but very disappointed I was duped.",0
"I ordered this shoe through Amazon but it  is sold by another reseller -  its size fits as expected but here are my comments :Size is not written anywhere - I searched inside, outside - noneOrigin of manufacture - not foundQuality - really poorThis is not a leather shoe - it was written in the shoes : man made materialReally smells bad : with 100% Nike cotton socksWhat I received is a fake copy of Bates shoesDon't buy",0
"BEWARE  DON'T BUY A CASIO - IF AN ALARM IS A IMPORTANT FEATURE  (any ""alarm"" watch, in particular a Casio Men's ""W201-1AV Alarm Chronograph"" - the exact name on Amazon's site for the watch I purchased).  Note the name ""Alarm Chronogragh"":  it could not be a more specific designation associated with purpose and function.WHY:  Casio Men's w201-1AV Alarm Chronograph's alarm is allegedly inaudible due to its frequency for certain people according to Casio.  And they expressly stated their alarms all have the same frequency proprietarily between 1- 6000 hertz.  I'm guessing that is the range of possible human hearing.  Why they would not divulge that specific frequency is a mystery - as any audiometer or frequency measuring device could detect a frequency so there is no ""trade secret"" type reason for preventing such a disclosure.I had initially thought I had set the alarm incorrectly - I may have done it wrong - so asked my neighbor who is a watch collector to set and test the alarm, and no alarm.  His sister did it too - no audible alarm.I then called Casio well before the warranty expired (I'd worn the watch for less than 24 hours total) - the Casio rep on the phone had me do an alarm test set and I held the watch 1"" from the receiver - she heard no sound and once again I did not.  When she could not hear it she authorized repairs.  At my expense I sent the watch to ""TIME MACHINE"", Casio's authorized repair center.  TIME MACHINE sent the watch back with a invoice which is too faint to be reproducible which stated nothing was wrong with the alarm or watch.  Be that as it may, when I sent this watch to Casio's repair service ""TIME MACHINE"" a total of four people could not hear the alarm prior to sending it.But TIME MACHINE's rep (""Abel"") called before sending the watch back and left a voice message:  that ""certain people"" can't hear the alarm frequency.  Neither myself or my neighbors have hearing problems - none of us wear a hearing aid.I called both Casio and the TIME MACHINE and complained that such a situation was ludicrous.  I was told to send the watch back to the TIME MACHINE and they would act as a liaison and assist me in getting a replacement.  Sent the watch back on my dime again.I have never had a problem with an alarm watch before.  I paid about half the value in postage. Casio has refused to replace the watch -  Casio is knowingly selling ""alarm"" watches - advertising that particular feature - to people who have no hearing known hearing problems but for the ""proprietary"" and un-disclosable frequency Casio uses for its alarms.  Selling them to people who will not be able to hear the alarm with no warning or disclaimer associated with the advertising.A lot of hassle for a $12 watch.  And they're sending back the same unit that can not be heard.  A not so quality response from what I thought was a quality company.What a sham!!  Shame on Casio.  BEWARE10.24.14  UPDATE (on 10.20.14 review above):TIME MACHINE sent watch back ""Signature Requested"" - strange thing for a $12 watch with taping stating a warning to inspect contents if seal is broken.  That is rare for a $12 watch.  I happen to be a former attorney who got sanctions against an alleged FBI agent.  I have lived an electronic ""Alice in Wonderland"" electronic life ever since.  I could be regarded as a whistle blower.NOTE Casio's blurb under their product description for this watch at Amazon:""Today, Casio is focusing its efforts on solar-powered radio-controlled watches: the built-in solar battery eliminates the nuisance of replacing batteries, atomic timekeeping means the users never have to reset the time. Recently, Casio launched a series of Bluetooth watches that sync to the users cell phone to automatically update the time. Casio is always moving time forward.""Ask yourself if watches can be radio controlled why not the alarm function?  And if the FBI / NSA is or can be monitoring non internet connected stand alone on-line computers remotely via electromagnetic radiation (eg. radio waves) why not ""watches"" and their alarm functions.  And if Microsoft Google and major telecommunications companies reluctantly and on a delayed basis have admitted being in the bed of intrusive technology with the FBI / NSA, why not Casio either wittingly or unwittinglyThe real issue in this review is that ""certain people"" cannot hear a Casio alarm with a specified proprietary frequency that is supposedly in the human hearing frequency range but Casio refuses to disclose that frequency presumably (the only apparent logical assumption) on some type of trade secret proprietary basis.  Yet that is something that could be easily and precisely detected by fairly inexpensive instruments.  Something does not add up.  Perhaps 2 + 2 is really 5 (referencing Orwell's  ""1984"")This comment is appropriate to the Amazon review because Casio's reps said that ""others"" have problems hearing their unidentified watch alarm frequency (which they stated was the same for, and common to, all their alarm watches) - not just the folks I cited above directly involved with me who have no apparent or known hearing defects.What a sham!!  Shame on Casio.  BEWARE",1
